"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms6",,,,"User:","tivan"
"Cmdline:","dstat --time --cpu --mem --net --output report2_1.csv",,,,"Date:","05 Nov 2017 16:35:33 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",
05-11 17:01:56,3.0,6.0,86.0,0.0,5.0,0.0,118153216.0,24248320.0,142700544.0,1474764800.0,7241441.0,477300.0
05-11 17:01:57,0.0,0.0,100.0,0.0,0.0,0.0,118116352.0,24248320.0,142704640.0,1474797568.0,4356.0,2178.0
05-11 17:01:58,0.0,1.010,98.990,0.0,0.0,0.0,118149120.0,24248320.0,142704640.0,1474764800.0,454611.0,31704.0
05-11 17:01:59,2.941,3.922,90.196,0.0,2.941,0.0,118116352.0,24248320.0,142704640.0,1474797568.0,4790513.0,319734.0
05-11 17:02:00,3.061,5.102,84.694,3.061,4.082,0.0,118140928.0,24256512.0,142704640.0,1474764800.0,6977128.0,460038.0
05-11 17:02:01,3.0,6.0,87.0,0.0,4.0,0.0,118140928.0,24256512.0,142704640.0,1474764800.0,7401186.0,487956.0
05-11 17:02:02,2.970,5.941,87.129,0.0,3.960,0.0,118173696.0,24256512.0,142704640.0,1474732032.0,7101237.0,467384.0
05-11 17:02:03,4.0,6.0,86.0,0.0,4.0,0.0,118108160.0,24256512.0,142704640.0,1474797568.0,7374273.0,484626.0
05-11 17:02:04,3.061,5.102,87.755,0.0,4.082,0.0,118140928.0,24256512.0,142704640.0,1474764800.0,7597796.0,500906.0
05-11 17:02:05,3.960,5.941,86.139,0.0,3.960,0.0,118108160.0,24256512.0,142704640.0,1474797568.0,7267397.0,480240.0
05-11 17:02:06,3.0,6.0,85.0,2.0,4.0,0.0,118099968.0,24264704.0,142704640.0,1474797568.0,7286552.0,481592.0
05-11 17:02:07,2.970,5.941,86.139,0.0,4.950,0.0,118099968.0,24264704.0,142704640.0,1474797568.0,7420974.0,489510.0
05-11 17:02:08,4.0,6.0,86.0,0.0,4.0,0.0,118132736.0,24264704.0,142704640.0,1474764800.0,7506197.0,494912.0
05-11 17:02:09,3.960,6.931,84.158,0.0,4.950,0.0,118132736.0,24264704.0,142704640.0,1474764800.0,7956540.0,524142.0
05-11 17:02:10,3.061,6.122,86.735,0.0,4.082,0.0,118132736.0,24264704.0,142704640.0,1474764800.0,7783344.0,514679.0
05-11 17:02:11,3.960,5.941,84.158,1.980,3.960,0.0,118132736.0,24272896.0,142696448.0,1474764800.0,7527802.0,494616.0
05-11 17:02:12,3.0,7.0,85.0,0.0,5.0,0.0,118091776.0,24272896.0,142704640.0,1474797568.0,7743597.0,512316.0
05-11 17:02:13,3.960,5.941,85.149,0.0,4.950,0.0,118091776.0,24272896.0,142704640.0,1474797568.0,7490705.0,493950.0
05-11 17:02:14,3.030,6.061,86.869,0.0,4.040,0.0,118124544.0,24272896.0,142704640.0,1474764800.0,7319147.0,482554.0
05-11 17:02:15,3.960,5.941,85.149,0.0,4.950,0.0,118124544.0,24272896.0,142704640.0,1474764800.0,7587454.0,500294.0
05-11 17:02:16,3.061,6.122,86.735,0.0,4.082,0.0,118124544.0,24272896.0,142704640.0,1474764800.0,7875033.0,519184.0
05-11 17:02:17,3.960,5.941,83.168,1.980,4.950,0.0,118124544.0,24281088.0,142696448.0,1474764800.0,7539117.0,495430.0
05-11 17:02:18,3.030,6.061,86.869,0.0,4.040,0.0,118116352.0,24281088.0,142704640.0,1474764800.0,7658235.0,506308.0
05-11 17:02:19,4.0,6.0,86.0,0.0,4.0,0.0,118083584.0,24281088.0,142704640.0,1474797568.0,7826323.0,516224.0
05-11 17:02:20,3.960,7.921,82.178,0.0,5.941,0.0,118083584.0,24281088.0,142704640.0,1474797568.0,8341471.0,549968.0
05-11 17:02:21,3.030,6.061,86.869,0.0,4.040,0.0,118083584.0,24281088.0,142704640.0,1474797568.0,7744381.0,510600.0
05-11 17:02:22,4.0,6.0,85.0,0.0,5.0,0.0,118116352.0,24281088.0,142704640.0,1474764800.0,8106794.0,533466.0
05-11 17:02:23,3.960,6.931,81.188,2.970,4.950,0.0,118181888.0,24289280.0,142696448.0,1474699264.0,8196629.0,539016.0
05-11 17:02:24,4.0,7.0,84.0,0.0,5.0,0.0,118075392.0,24289280.0,142704640.0,1474797568.0,8203855.0,543308.0
05-11 17:02:25,4.040,6.061,85.859,0.0,4.040,0.0,118075392.0,24289280.0,142704640.0,1474797568.0,7672664.0,505864.0
05-11 17:02:26,2.970,5.941,86.139,0.0,4.950,0.0,118075392.0,24289280.0,142704640.0,1474797568.0,7570636.0,499130.0
05-11 17:02:27,4.0,6.0,85.0,0.0,5.0,0.0,118108160.0,24289280.0,142704640.0,1474764800.0,7847753.0,515336.0
05-11 17:02:28,4.040,6.061,85.859,0.0,4.040,0.0,118075392.0,24289280.0,142704640.0,1474797568.0,7744730.0,512672.0
05-11 17:02:29,3.960,6.931,79.208,4.950,4.950,0.0,118108160.0,24297472.0,142696448.0,1474764800.0,7790261.0,513634.0
05-11 17:02:30,3.0,6.0,86.0,0.0,5.0,0.0,118099968.0,24297472.0,142704640.0,1474764800.0,7914859.0,521848.0
05-11 17:02:31,4.0,6.0,86.0,0.0,4.0,0.0,118067200.0,24297472.0,142704640.0,1474797568.0,7390252.0,485810.0
05-11 17:02:32,4.040,6.061,84.848,0.0,5.051,0.0,118099968.0,24297472.0,142704640.0,1474764800.0,7847880.0,518814.0
05-11 17:02:33,3.0,7.0,86.0,0.0,4.0,0.0,118067200.0,24297472.0,142708736.0,1474793472.0,7863490.0,518444.0
05-11 17:02:34,4.0,6.0,86.0,0.0,4.0,0.0,118099968.0,24297472.0,142708736.0,1474760704.0,7635860.0,501034.0
05-11 17:02:35,3.960,5.941,82.178,2.970,4.950,0.0,118059008.0,24305664.0,142708736.0,1474793472.0,7944875.0,526297.0
05-11 17:02:36,3.061,6.122,86.735,0.0,4.082,0.0,118091776.0,24305664.0,142708736.0,1474760704.0,7904208.0,522144.0
05-11 17:02:37,2.970,3.960,90.099,0.0,2.970,0.0,118059008.0,24305664.0,142708736.0,1474793472.0,4950990.0,328634.0
05-11 17:02:38,3.030,6.061,86.869,0.0,4.040,0.0,118091776.0,24305664.0,142708736.0,1474760704.0,7785156.0,513264.0
05-11 17:02:39,3.960,6.931,85.149,0.0,3.960,0.0,118091776.0,24305664.0,142708736.0,1474760704.0,7577553.0,499574.0
05-11 17:02:40,3.0,6.0,86.0,0.0,5.0,0.0,118059008.0,24305664.0,142708736.0,1474793472.0,7628952.0,502438.0
05-11 17:02:41,4.0,6.0,84.0,2.0,4.0,0.0,118124544.0,24313856.0,142700544.0,1474727936.0,7675132.0,504902.0
05-11 17:02:42,3.0,6.0,87.0,0.0,4.0,0.0,118050816.0,24313856.0,142708736.0,1474793472.0,7370683.0,487808.0
05-11 17:02:43,4.0,6.0,85.0,0.0,5.0,0.0,118050816.0,24313856.0,142708736.0,1474793472.0,7891706.0,519924.0
05-11 17:02:44,3.0,5.0,88.0,0.0,4.0,0.0,118050816.0,24313856.0,142708736.0,1474793472.0,6360649.0,419728.0
05-11 17:02:45,3.030,6.061,86.869,0.0,4.040,0.0,118050816.0,24313856.0,142708736.0,1474793472.0,7703061.0,506658.0
05-11 17:02:46,3.960,5.941,85.149,0.0,4.950,0.0,118050816.0,24313856.0,142708736.0,1474793472.0,7392438.0,488622.0
05-11 17:02:47,4.0,7.0,80.0,5.0,4.0,0.0,118075392.0,24322048.0,142708736.0,1474760704.0,7504144.0,494764.0
05-11 17:02:48,4.0,6.0,85.0,0.0,5.0,0.0,118075392.0,24322048.0,142708736.0,1474760704.0,7880560.0,518888.0
05-11 17:02:49,3.030,6.061,85.859,0.0,5.051,0.0,118075392.0,24322048.0,142708736.0,1474760704.0,7780276.0,513634.0
05-11 17:02:50,3.0,6.0,88.0,0.0,3.0,0.0,118075392.0,24322048.0,142708736.0,1474760704.0,6680911.0,440132.0
05-11 17:02:51,1.980,3.960,91.089,0.0,2.970,0.0,118075392.0,24322048.0,142708736.0,1474760704.0,4700938.0,312502.0
05-11 17:02:52,4.040,5.051,86.869,0.0,4.040,0.0,118075392.0,24322048.0,142708736.0,1474760704.0,7367255.0,485736.0
05-11 17:02:53,2.0,5.0,75.0,14.0,4.0,0.0,118075392.0,24330240.0,142700544.0,1474760704.0,5742884.0,378584.0
05-11 17:02:54,4.0,6.0,86.0,0.0,4.0,0.0,118034432.0,24330240.0,142708736.0,1474793472.0,7204275.0,475006.0
05-11 17:02:55,3.030,6.061,86.869,0.0,4.040,0.0,118067200.0,24330240.0,142708736.0,1474760704.0,7577268.0,499574.0
05-11 17:02:56,3.960,5.941,86.139,0.0,3.960,0.0,118067200.0,24330240.0,142708736.0,1474760704.0,7531200.0,496540.0
05-11 17:02:57,3.960,5.941,85.149,0.0,4.950,0.0,118034432.0,24330240.0,142708736.0,1474793472.0,7585872.0,500166.0
05-11 17:02:58,3.030,6.061,86.869,0.0,4.040,0.0,118067200.0,24330240.0,142708736.0,1474760704.0,7072286.0,466126.0
05-11 17:02:59,0.0,0.980,83.333,15.686,0.0,0.0,118034432.0,24338432.0,142700544.0,1474793472.0,4356.0,2178.0
05-11 17:03:00,1.0,0.0,98.0,0.0,1.0,0.0,118059008.0,24338432.0,142708736.0,1474760704.0,632442.0,44663.0
05-11 17:03:01,3.030,6.061,86.869,0.0,4.040,0.0,118026240.0,24338432.0,142708736.0,1474793472.0,7259509.0,480704.0
05-11 17:03:02,3.0,6.0,87.0,0.0,4.0,0.0,118026240.0,24338432.0,142708736.0,1474793472.0,6883664.0,454064.0
05-11 17:03:03,3.960,5.941,85.149,0.0,4.950,0.0,118026240.0,24338432.0,142708736.0,1474793472.0,7413611.0,488770.0
05-11 17:03:04,3.030,5.051,87.879,0.0,4.040,0.0,118059008.0,24338432.0,142708736.0,1474760704.0,6994642.0,461168.0
05-11 17:03:05,3.0,6.0,82.0,5.0,4.0,0.0,118018048.0,24346624.0,142708736.0,1474793472.0,6962185.0,457172.0
05-11 17:03:06,3.030,5.051,87.879,0.0,4.040,0.0,118050816.0,24346624.0,142708736.0,1474760704.0,7618048.0,501720.0
05-11 17:03:07,2.0,4.0,91.0,0.0,3.0,0.0,118018048.0,24346624.0,142708736.0,1474793472.0,4542979.0,304214.0
05-11 17:03:08,4.0,6.0,86.0,0.0,4.0,0.0,118018048.0,24346624.0,142708736.0,1474793472.0,7871209.0,518962.0
05-11 17:03:09,3.0,6.0,87.0,0.0,4.0,0.0,118018048.0,24346624.0,142708736.0,1474793472.0,7309883.0,481962.0
05-11 17:03:10,4.0,6.0,86.0,0.0,4.0,0.0,118046720.0,24346624.0,142712832.0,1474760704.0,7621823.0,502534.0
05-11 17:03:11,2.970,5.941,81.188,4.950,4.950,0.0,118038528.0,24354816.0,142712832.0,1474760704.0,7598393.0,500166.0
05-11 17:03:12,4.0,6.0,86.0,0.0,4.0,0.0,118038528.0,24354816.0,142712832.0,1474760704.0,7496751.0,492766.0
05-11 17:03:13,3.030,6.061,86.869,0.0,4.040,0.0,118071296.0,24354816.0,142712832.0,1474727936.0,7494000.0,495282.0
05-11 17:03:14,3.960,5.941,85.149,0.0,4.950,0.0,118005760.0,24354816.0,142712832.0,1474793472.0,7755989.0,511636.0
05-11 17:03:15,3.0,6.0,87.0,0.0,4.0,0.0,118005760.0,24354816.0,142712832.0,1474793472.0,7204360.0,475672.0
05-11 17:03:16,4.0,6.0,86.0,0.0,4.0,0.0,118005760.0,24354816.0,142712832.0,1474793472.0,7659555.0,504660.0
05-11 17:03:17,4.0,6.0,76.0,10.0,4.0,0.0,118030336.0,24363008.0,142712832.0,1474760704.0,7418996.0,489510.0
05-11 17:03:18,3.030,6.061,86.869,0.0,4.040,0.0,117997568.0,24363008.0,142712832.0,1474793472.0,7683801.0,506604.0
05-11 17:03:19,3.960,5.941,85.149,0.0,4.950,0.0,118030336.0,24363008.0,142712832.0,1474760704.0,7388924.0,484700.0
05-11 17:03:20,4.0,7.0,84.0,0.0,5.0,0.0,118030336.0,24363008.0,142712832.0,1474760704.0,8098297.0,536352.0
05-11 17:03:21,3.960,6.931,84.158,0.0,4.950,0.0,117997568.0,24363008.0,142712832.0,1474793472.0,7752129.0,511118.0
05-11 17:03:22,3.030,6.061,86.869,0.0,4.040,0.0,118030336.0,24363008.0,142712832.0,1474760704.0,7707563.0,508158.0
05-11 17:03:23,3.0,6.0,82.0,4.0,5.0,0.0,118030336.0,24371200.0,142704640.0,1474760704.0,7565672.0,496392.0
05-11 17:03:24,4.0,6.0,86.0,0.0,4.0,0.0,117989376.0,24371200.0,142712832.0,1474793472.0,7356156.0,487438.0
05-11 17:03:25,3.061,5.102,87.755,0.0,4.082,0.0,117989376.0,24371200.0,142712832.0,1474793472.0,7574923.0,499835.0
05-11 17:03:26,3.960,5.941,86.139,0.0,3.960,0.0,118022144.0,24371200.0,142712832.0,1474760704.0,7162383.0,472904.0
05-11 17:03:27,3.960,6.931,84.158,0.0,4.950,0.0,117989376.0,24371200.0,142712832.0,1474793472.0,7880408.0,519554.0
05-11 17:03:28,3.030,6.061,86.869,0.0,4.040,0.0,118022144.0,24371200.0,142712832.0,1474760704.0,7735342.0,510008.0
05-11 17:03:29,4.0,5.0,77.0,10.0,4.0,0.0,118140928.0,24379392.0,142712832.0,1474633728.0,6575104.0,433418.0
05-11 17:03:30,3.0,6.0,86.0,0.0,5.0,0.0,118108160.0,24379392.0,142712832.0,1474666496.0,7511114.0,495134.0
05-11 17:03:31,4.040,6.061,85.859,0.0,4.040,0.0,118140928.0,24379392.0,142712832.0,1474633728.0,7552753.0,498020.0
05-11 17:03:32,3.960,5.941,86.139,0.0,3.960,0.0,118108160.0,24379392.0,142712832.0,1474666496.0,7422073.0,489362.0
05-11 17:03:33,3.0,6.0,86.0,0.0,5.0,0.0,118108160.0,24379392.0,142712832.0,1474666496.0,7809503.0,513264.0
05-11 17:03:34,4.0,6.0,86.0,0.0,4.0,0.0,118108160.0,24379392.0,142712832.0,1474666496.0,7668509.0,504754.0
05-11 17:03:35,3.0,6.0,83.0,3.0,5.0,0.0,118140928.0,24387584.0,142704640.0,1474633728.0,7704470.0,510378.0
05-11 17:03:36,3.960,6.931,85.149,0.0,3.960,0.0,118132736.0,24387584.0,142712832.0,1474633728.0,7911460.0,521626.0
05-11 17:03:37,2.0,4.0,91.0,0.0,3.0,0.0,118132736.0,24387584.0,142712832.0,1474633728.0,4930783.0,326858.0
05-11 17:03:38,2.020,4.040,91.919,0.0,2.020,0.0,118099968.0,24387584.0,142712832.0,1474666496.0,5118264.0,339808.0
05-11 17:03:39,3.0,4.0,89.0,0.0,4.0,0.0,118165504.0,24387584.0,142712832.0,1474600960.0,5671895.0,372220.0
05-11 17:03:40,4.0,6.0,86.0,0.0,4.0,0.0,118099968.0,24387584.0,142712832.0,1474666496.0,7824353.0,516860.0
05-11 17:03:41,2.970,6.931,82.178,3.960,3.960,0.0,118091776.0,24395776.0,142712832.0,1474666496.0,7715505.0,509194.0
05-11 17:03:42,3.960,5.941,85.149,0.0,4.950,0.0,118091776.0,24395776.0,142712832.0,1474666496.0,7573147.0,499056.0
05-11 17:03:43,3.061,6.122,86.735,0.0,4.082,0.0,118124544.0,24395776.0,142712832.0,1474633728.0,7540143.0,497354.0
05-11 17:03:44,4.0,6.0,86.0,0.0,4.0,0.0,118124544.0,24395776.0,142712832.0,1474633728.0,7550295.0,497798.0
05-11 17:03:45,3.960,5.941,85.149,0.0,4.950,0.0,118091776.0,24395776.0,142712832.0,1474666496.0,8090511.0,533392.0
05-11 17:03:46,3.030,7.071,85.859,0.0,4.040,0.0,118124544.0,24395776.0,142712832.0,1474633728.0,7780519.0,512968.0
05-11 17:03:47,3.960,5.941,83.168,1.980,4.950,0.0,118087680.0,24403968.0,142708736.0,1474666496.0,7927514.0,522662.0
05-11 17:03:48,3.0,6.0,86.0,0.0,5.0,0.0,118112256.0,24403968.0,142716928.0,1474633728.0,7654780.0,502238.0
05-11 17:03:49,4.0,6.0,86.0,0.0,4.0,0.0,118079488.0,24403968.0,142716928.0,1474666496.0,7491075.0,496318.0
05-11 17:03:50,3.0,6.0,87.0,0.0,4.0,0.0,118112256.0,24403968.0,142716928.0,1474633728.0,7478530.0,490620.0
05-11 17:03:51,4.0,6.0,86.0,0.0,4.0,0.0,118112256.0,24403968.0,142716928.0,1474633728.0,7562324.0,502099.0
05-11 17:03:52,3.030,5.051,87.879,0.0,4.040,0.0,118079488.0,24403968.0,142716928.0,1474666496.0,7448832.0,491138.0
05-11 17:03:53,5.0,7.0,72.0,10.0,6.0,0.0,118669312.0,24412160.0,142708736.0,1474076672.0,7551009.0,498745.0
05-11 17:03:54,3.0,6.0,86.0,0.0,5.0,0.0,118591488.0,24412160.0,142721024.0,1474142208.0,7594140.0,503147.0
05-11 17:03:55,3.960,5.941,86.139,0.0,3.960,0.0,118624256.0,24412160.0,142721024.0,1474109440.0,6887483.0,453572.0
05-11 17:03:56,4.0,6.0,86.0,0.0,4.0,0.0,118591488.0,24412160.0,142721024.0,1474142208.0,7629384.0,506022.0
05-11 17:03:57,4.0,6.0,86.0,0.0,4.0,0.0,118067200.0,24412160.0,142721024.0,1474666496.0,7206707.0,476095.0
05-11 17:03:58,3.030,6.061,85.859,0.0,5.051,0.0,118071296.0,24412160.0,142716928.0,1474666496.0,7412350.0,488696.0
05-11 17:03:59,4.0,6.0,79.0,6.0,5.0,0.0,118095872.0,24420352.0,142716928.0,1474633728.0,7649950.0,502830.0
05-11 17:04:00,3.0,6.0,87.0,0.0,4.0,0.0,118095872.0,24420352.0,142716928.0,1474633728.0,6909241.0,456950.0
05-11 17:04:01,0.0,0.0,100.0,0.0,0.0,0.0,118063104.0,24420352.0,142716928.0,1474666496.0,4356.0,2178.0
05-11 17:04:02,0.0,0.990,99.010,0.0,0.0,0.0,118063104.0,24420352.0,142716928.0,1474666496.0,60.0,54.0
05-11 17:04:03,1.0,0.0,99.0,0.0,0.0,0.0,118063104.0,24420352.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:04,0.0,0.0,100.0,0.0,0.0,0.0,118063104.0,24420352.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:05,0.0,0.990,92.079,5.941,0.990,0.0,118063104.0,24428544.0,142708736.0,1474666496.0,0.0,0.0
05-11 17:04:06,0.0,0.0,100.0,0.0,0.0,0.0,118054912.0,24428544.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:07,0.0,0.0,100.0,0.0,0.0,0.0,118054912.0,24428544.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:08,0.0,0.990,99.010,0.0,0.0,0.0,118054912.0,24428544.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:09,0.0,0.0,100.0,0.0,0.0,0.0,118054912.0,24428544.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:10,0.0,0.990,99.010,0.0,0.0,0.0,118054912.0,24428544.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:11,0.0,0.0,96.970,3.030,0.0,0.0,118046720.0,24436736.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:12,0.0,0.0,100.0,0.0,0.0,0.0,118046720.0,24436736.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:13,0.0,0.990,99.010,0.0,0.0,0.0,118046720.0,24436736.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:14,0.990,0.0,99.010,0.0,0.0,0.0,118046720.0,24436736.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:15,0.0,0.0,100.0,0.0,0.0,0.0,118046720.0,24436736.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:16,0.0,1.0,96.0,3.0,0.0,0.0,118038528.0,24444928.0,142716928.0,1474666496.0,459.0,1119.0
05-11 17:04:17,0.0,0.0,100.0,0.0,0.0,0.0,118038528.0,24444928.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:18,0.0,0.0,100.0,0.0,0.0,0.0,118038528.0,24444928.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:19,0.0,1.0,99.0,0.0,0.0,0.0,118038528.0,24444928.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:20,0.0,0.0,100.0,0.0,0.0,0.0,118038528.0,24444928.0,142716928.0,1474666496.0,60.0,54.0
05-11 17:04:21,0.0,0.0,89.899,10.101,0.0,0.0,118030336.0,24453120.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:22,0.0,0.990,99.010,0.0,0.0,0.0,118030336.0,24453120.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:23,1.0,0.0,99.0,0.0,0.0,0.0,118030336.0,24453120.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:24,0.0,0.0,100.0,0.0,0.0,0.0,118030336.0,24453120.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:25,0.0,1.0,99.0,0.0,0.0,0.0,118030336.0,24453120.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:26,0.0,0.0,95.0,5.0,0.0,0.0,118022144.0,24461312.0,142716928.0,1474666496.0,0.0,0.0
05-11 17:04:27,0.0,0.0,100.0,0.0,0.0,0.0,118018048.0,24461312.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:28,0.0,0.990,99.010,0.0,0.0,0.0,118018048.0,24461312.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:29,0.0,0.0,100.0,0.0,0.0,0.0,118018048.0,24461312.0,142721024.0,1474666496.0,60.0,54.0
05-11 17:04:30,0.0,0.990,99.010,0.0,0.0,0.0,118018048.0,24461312.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:31,0.0,0.0,96.0,4.0,0.0,0.0,118009856.0,24469504.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:32,0.0,0.0,100.0,0.0,0.0,0.0,118009856.0,24469504.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:33,0.990,0.990,98.020,0.0,0.0,0.0,118009856.0,24469504.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:34,0.0,0.0,100.0,0.0,0.0,0.0,118009856.0,24469504.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:35,0.0,0.0,100.0,0.0,0.0,0.0,118009856.0,24469504.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:36,0.0,0.990,94.059,4.950,0.0,0.0,118001664.0,24477696.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:37,0.0,0.0,100.0,0.0,0.0,0.0,118001664.0,24477696.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:38,0.0,0.0,100.0,0.0,0.0,0.0,118001664.0,24477696.0,142721024.0,1474666496.0,60.0,54.0
05-11 17:04:39,0.0,1.0,99.0,0.0,0.0,0.0,118001664.0,24477696.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:40,0.0,0.0,100.0,0.0,0.0,0.0,118001664.0,24477696.0,142721024.0,1474666496.0,102.0,200.0
05-11 17:04:41,1.0,0.0,83.0,15.0,1.0,0.0,117993472.0,24485888.0,142721024.0,1474666496.0,459.0,1119.0
05-11 17:04:42,0.0,0.990,99.010,0.0,0.0,0.0,117993472.0,24485888.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:43,0.0,0.0,100.0,0.0,0.0,0.0,117993472.0,24485888.0,142721024.0,1474666496.0,60.0,54.0
05-11 17:04:44,0.0,0.0,100.0,0.0,0.0,0.0,117993472.0,24485888.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:45,0.0,1.0,99.0,0.0,0.0,0.0,117993472.0,24485888.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:46,0.0,0.0,96.0,4.0,0.0,0.0,117985280.0,24494080.0,142721024.0,1474666496.0,120.0,108.0
05-11 17:04:47,0.0,0.0,100.0,0.0,0.0,0.0,117985280.0,24494080.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:48,0.0,1.0,99.0,0.0,0.0,0.0,117985280.0,24494080.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:49,1.0,0.0,99.0,0.0,0.0,0.0,117985280.0,24494080.0,142721024.0,1474666496.0,60.0,54.0
05-11 17:04:50,0.0,0.0,100.0,0.0,0.0,0.0,117985280.0,24494080.0,142721024.0,1474666496.0,60.0,54.0
05-11 17:04:51,0.0,0.990,95.050,3.960,0.0,0.0,117977088.0,24502272.0,142721024.0,1474666496.0,60.0,54.0
05-11 17:04:52,0.0,0.0,100.0,0.0,0.0,0.0,117977088.0,24502272.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:53,0.0,0.990,99.010,0.0,0.0,0.0,117977088.0,24502272.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:54,0.0,0.0,100.0,0.0,0.0,0.0,117977088.0,24502272.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:55,0.0,0.0,100.0,0.0,0.0,0.0,117977088.0,24502272.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:56,0.0,0.990,95.050,3.960,0.0,0.0,117968896.0,24510464.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:57,0.0,0.0,100.0,0.0,0.0,0.0,117968896.0,24510464.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:04:58,0.0,0.0,100.0,0.0,0.0,0.0,117968896.0,24510464.0,142721024.0,1474666496.0,60.0,54.0
05-11 17:04:59,0.0,0.0,100.0,0.0,0.0,0.0,117968896.0,24510464.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:05:00,0.980,0.980,98.039,0.0,0.0,0.0,117968896.0,24510464.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:05:01,0.0,0.0,96.970,3.030,0.0,0.0,117960704.0,24518656.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:05:02,0.0,0.0,100.0,0.0,0.0,0.0,117960704.0,24518656.0,142721024.0,1474666496.0,60.0,54.0
05-11 17:05:03,0.0,0.990,99.010,0.0,0.0,0.0,117960704.0,24518656.0,142721024.0,1474666496.0,0.0,0.0
05-11 17:05:04,0.0,0.0,100.0,0.0,0.0,0.0,117960704.0,24518656.0,142721024.0,1474666496.0,168.0,168.0
05-11 17:05:05,0.0,0.990,99.010,0.0,0.0,0.0,117960704.0,24518656.0,142721024.0,1474666496.0,942.0,620.0
05-11 17:05:06,0.0,0.0,97.0,3.0,0.0,0.0,117952512.0,24526848.0,142721024.0,1474666496.0,1713.0,1983.0
05-11 17:05:07,1.0,0.0,99.0,0.0,0.0,0.0,117952512.0,24526848.0,142721024.0,1474666496.0,516.0,408.0
05-11 17:05:08,0.0,0.990,98.020,0.0,0.990,0.0,117948416.0,24526848.0,142725120.0,1474666496.0,906.0,510.0


"Host:","foraslvms6",,,,"User:","tivan"
"Cmdline:","dstat --time --cpu --mem --net --output report2_1.csv",,,,"Date:","05 Nov 2017 17:06:04 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
05-11 17:06:04,3.572,6.658,80.093,1.387,8.290,0.0,117198848.0,24543232.0,142725120.0,1475399680.0,0.0,0.0
05-11 17:06:05,0.0,0.0,100.0,0.0,0.0,0.0,117182464.0,24543232.0,142725120.0,1475416064.0,0.0,0.0
05-11 17:06:06,0.0,0.0,100.0,0.0,0.0,0.0,117182464.0,24543232.0,142725120.0,1475416064.0,0.0,0.0
05-11 17:06:07,0.0,0.990,99.010,0.0,0.0,0.0,117182464.0,24543232.0,142725120.0,1475416064.0,0.0,0.0
05-11 17:06:08,0.0,0.0,100.0,0.0,0.0,0.0,117182464.0,24543232.0,142725120.0,1475416064.0,0.0,0.0
